AE.01.101	Abu Dhabi Municipality
AR.21.82063	Departamento de La Capital
AR.01.06413	Partido de Junín
AR.13.50035	Departamento de Junín
AR.19.74049	Departamento de Junín
AR.05.14056	Departamento de Juárez Celman
AR.22.86091	Departamento de Jiménez
AR.18.70056	Departamento de Jáchal
AR.05.14049	Departamento de Ischilín
AR.17.66070	Departamento de Iruya
AR.21.82056	Iriondo Department
AR.03.22070	Departamento de Independencia
AR.12.46105	Departamento de Independencia
AR.18.70049	Departamento de Iglesia
AR.10.38028	Departamento de Humahuaca
AR.15.58049	Departamento de Huiliches
AR.11.42077	Departamento de Hucal
AR.01.06406	Partido de Hipólito Yrigoyen
AR.20.78021	Departamento de Güer Aike
AR.13.50028	Departamento de Guaymallén
AR.11.42070	Departamento de Guatraché
AR.22.86084	Departamento de Guasayán
AR.01.06399	Partido de Guaminí
AR.17.66063	Departamento de Guachipas
AR.24.90035	Departamento de Graneros
AR.01.06014	Partido de Adolfo González Chaves
AR.13.50021	Departamento de Godoy Cruz
AR.19.74042	Departamento de Gobernador Vicente Dupuy
AR.12.46035	Departamento de Chamical
AR.01.06392	Partido de General Villegas
AR.01.06385	Partido de General Viamonte
AR.22.86077	Departamento de General Taboada
AR.12.46098	Departamento de Vinchina
AR.05.14042	Departamento de General San Martín
AR.12.46091	Departamento de General San Martín
AR.16.62042	Departamento de General Roca
AR.05.14035	Departamento de General Roca
AR.12.46112	Departamento de Rosario Vera Peñaloza
AR.01.06351	Partido de General Pinto
AR.19.74035	Departamento de General Pedernera
AR.12.46084	Departamento de General Ocampo
AR.17.66049	Departamento de General Güemes
AR.21.82042	General López Department
AR.12.46028	Departamento de Coronel Felipe Varela
AR.01.06322	Partido de General La Madrid
AR.12.46077	Departamento de General Lamadrid
AR.17.66056	Departamento de General José de San Martín
AR.03.22063	Departamento de General Güemes
AR.03.22049	Departamento de General Belgrano
AR.12.46063	Departamento de General Belgrano
AR.01.06294	Partido de General Arenales
AR.01.06287	Partido de General Alvear
AR.13.50014	Departamento de General Alvear
AR.04.26049	Departamento de Gastre
AR.21.82035	Garay Department
AR.04.26042	Departamento de Gaimán
AR.04.26035	Departamento de Futaleufú
AR.02.10063	Departamento de Fray Mamerto Esquiú
AR.03.22043	Fray Justo Santa María de Oro
AR.04.26028	Departamento de Florentino Ameghino
AR.22.86070	Departamento de Figueroa
AR.12.46049	Departamento de Famatina
AR.24.90028	Departamento de Famaillá
AR.04.26021	Departamento de Escalante
AR.16.62035	Departamento de El Cuy
AR.10.38014	Departamento de El Carmen
AR.02.10056	Departamento de El Alto
AR.03.22036	Departamento de Doce de Octubre
AR.08.30021	Departamento de Diamante
AR.20.78014	Departamento de Deseado
AR.04.26014	Departamento de Cushamen
AR.11.42042	Departamento de Curacó
AR.05.14028	Departamento de Cruz del Eje
AR.24.90014	Departamento de Cruz Alta
AR.20.78007	Departamento de Corpen Aike
AR.01.06203	Partido de Coronel Suárez
AR.01.06196	Partido de Coronel Pringles
AR.01.06189	Partido de Coronel Dorrego
AR.01.06182	Partido de Coronel Rosales
AR.22.86056	Departamento de Copo
AR.21.82028	Departamento de Constitución
AR.11.42035	Departamento de Conhelo
AR.15.58035	Departamento de Confluencia
AR.16.62028	Departamento de Conesa
AR.03.22021	Departamento de Comandante Fernández
AR.01.06175	Partido de Colón
AR.05.14021	Departamento de Colón
AR.15.58028	Departamento de Collón-Curá
AR.10.38007	Departamento de Cochinoca
AR.22.86063	Departamento de Choya
AR.15.58042	Departamento de Chos-Malal
AR.18.70042	Departamento de Chimbas
AR.12.46042	Departamento de Chilecito
AR.17.66042	Departamento de Chicoana
AR.24.90021	Departamento de Chicligasta
AR.11.42063	Departamento de Chical-Có
AR.11.42056	Departamento de Chapaleufú
AR.11.42049	Departamento de Chalileo
AR.01.06210	Partido de Chacabuco
AR.03.22028	Chacabuco
AR.19.74028	Departamento de Chacabuco
AR.17.66035	Departamento de Cerrillos
AR.18.70035	Departamento de Caucete
AR.11.42028	Departamento de Catriló
AR.15.58021	Departamento de Catán-Lil
AR.12.46021	Departamento de Castro Barros
AR.21.82021	Departamento de Castellanos
AR.01.06231	Partido de Daireaux
AR.21.82014	Departamento de Caseros
AR.01.06154	Partido de Carlos Tejedor
AR.01.06147	Partido de Carlos Casares
AR.11.42021	Departamento de Capital
AR.18.70028	Departamento de Capital
AR.05.14014	Departamento de Capital
AR.12.46014	Departamento de Capital
AR.02.10049	Departamento de Capital
AR.22.86049	Departamento de Capital
AR.24.90084	Departamento de Capital
AR.17.66028	Departamento Capital
AR.10.38021	Departamento de Doctor Manuel Belgrano
AR.02.10042	Departamento de Capayán
AR.18.70021	Departamento de Calingasta
AR.11.42014	Departamento de Caleu-Caleu
AR.17.66077	La Caldera
AR.05.14007	Departamento de Calamuchita
AR.17.66021	Cafayate
AR.17.66014	Departamento de Cachí
AR.24.90007	Departamento de Burruyacú
AR.01.06112	Partido de Bragado
AR.01.06105	Partido de Bolívar
AR.04.26007	Departamento de Biedma
AR.09.34007	Departamento de Bermejo
AR.19.74014	Departamento de Belgrano
AR.21.82007	Departamento de Belgrano
AR.22.86042	Departamento de Belgrano
AR.02.10035	Departamento de Belén
AR.16.62021	Departamento de Bariloche
AR.22.86035	Departamento de Banda
AR.01.06553	Partido de Monte Hermoso
AR.01.06056	Partido de Bahía Blanca
AR.19.74007	Departamento de Ayacucho
AR.16.62014	Departamento de Avellaneda
AR.22.86028	Departamento de Avellaneda
AR.11.42007	Departamento de Atreucó
AR.22.86021	Departamento de Atamisqui
AR.12.46007	Departamento de Arauco
AR.02.10028	Departamento de Antofagasta de la Sierra
AR.17.66007	Departamento de Anta
AR.18.70014	Departamento de Angaco
AR.15.58014	Departamento de Añelo
AR.02.10021	Departamento de Andalgalá
AR.02.10014	Departamento de Ancasti
AR.02.10007	Departamento de Ambato
AR.15.58007	Departamento de Aluminé
AR.03.22007	Departamento de Almirante Brown
AR.01.06021	Partido de Alberti
AR.22.86014	Departamento de Alberdi
AR.18.70007	Departamento de Albardón
AR.22.86007	Departamento de Aguirre
AR.01.06007	Partido de Adolfo Alsina
AR.16.62007	Departamento de Adolfo Alsina
AR.01.06760	Partido de San Miguel
AR.01.06420	Partido de La Costa
AR.01.06270	Partido de Ezeiza
AR.01.06277	Partido de Florentino Ameghino
AR.01.06408	Partido de Hurlingham
AR.01.06410	Partido de Ituzaingó
AR.01.06847	Partido de Tres Lomas
AR.01.06868	Partido de Villa Gesell
AR.24.90098	Departamento de Tafí del Valle
AR.24.90049	Departamento de La Cocha
AR.24.90091	Departamento de Simoca
AR.24.90105	Departamento de Tafí Viejo
AR.24.90119	Departamento de Yerba Buena
AR.24.90063	Departamento de Lules
AR.03.22039	Departamento de Dos de Abril
AR.08.30035	Departamento de Federal
AR.08.30063	Departamento de Islas del Ibicuy
AR.08.30088	Departamento de San Salvador
AR.10.38042	Departamento de Palpalá
AR.01.06515	Partido de Malvinas Argentinas
AR.01.06466	Partido de Lezama
AR.17.66084	La Candelaria
AR.19.74056	Juan Martín de Pueyrredón
AR.07.02003	Comuna 3
AR.07.02008	Comuna 8
AR.07.02004	Comuna 4
AR.07.02005	Comuna 5
AR.07.02013	Comuna 13
AR.07.02014	Comuna 14
AR.07.02001	Comuna 1
AR.07.02011	Comuna 11
AR.07.02015	Comuna 15
AR.23.94011	Tolhuin
AS.050.5881085	Tūalātai County
AS.020.7267965	Faleasao County
AS.020.8198683	Ofu County
AT.03.325	Politischer Bezirk Zwettl
AT.05.506	Politischer Bezirk Zell am See
AT.02.209	Politischer Bezirk Wolfsberg
AT.09.900	Wien Stadt
AT.03.304	Wiener Neustadt Stadt
AT.03.323	Politischer Bezirk Wiener Neustadt
AT.04.418	Wels-Land
AT.06.617	Politischer Bezirk Weiz
AT.03.322	Politischer Bezirk Waidhofen an der Thaya
AT.02.208	Politischer Bezirk Völkermarkt
AT.06.616	Politischer Bezirk Voitsberg
AT.04.417	Politischer Bezirk Vöcklabruck
AT.02.202	Villach Stadt
AT.02.207	Politischer Bezirk Villach Land
AT.04.416	Politischer Bezirk Urfahr-Umgebung
AT.03.321	Politischer Bezirk Tulln
AT.05.505	Politischer Bezirk Tamsweg
AT.04.402	Steyr Stadt
AT.04.415	Politischer Bezirk Steyr-Land
AT.02.206	Politischer Bezirk Spittal an der Drau
AT.07.709	Politischer Bezirk Schwaz
AT.03.320	Politischer Bezirk Scheibbs
AT.04.414	Politischer Bezirk Schärding
AT.02.205	Politischer Bezirk Sankt Veit an der Glan
AT.03.302	Sankt Pölten Stadt
AT.03.319	Politischer Bezirk Sankt Pölten
AT.05.504	Politischer Bezirk Sankt Johann im Pongau
AT.05.503	Politischer Bezirk Salzburg-Umgebung
AT.05.501	Salzburg Stadt
AT.01.102	Rust
AT.04.413	Politischer Bezirk Rohrbach
AT.04.412	Politischer Bezirk Ried im Innkreis
AT.07.708	Politischer Bezirk Reutte
AT.04.411	Politischer Bezirk Perg
AT.01.109	Politischer Bezirk Oberwart
AT.01.108	Politischer Bezirk Oberpullendorf
AT.01.107	Politischer Bezirk Neusiedl am See
AT.03.318	Politischer Bezirk Neunkirchen
AT.06.614	Politischer Bezirk Murau
AT.03.317	Politischer Bezirk Mödling
AT.03.316	Politischer Bezirk Mistelbach
AT.03.315	Politischer Bezirk Melk
AT.01.106	Politischer Bezirk Mattersburg
AT.04.401	Linz Stadt
AT.04.410	Politischer Bezirk Linz-Land
AT.03.314	Politischer Bezirk Lilienfeld
AT.06.612	Politischer Bezirk Liezen
AT.07.707	Politischer Bezirk Lienz
AT.06.611	Politischer Bezirk Leoben
AT.06.610	Politischer Bezirk Leibnitz
AT.07.706	Politischer Bezirk Landeck
AT.07.705	Politischer Bezirk Kufstein
AT.03.301	Krems an der Donau
AT.03.313	Politischer Bezirk Krems
AT.03.312	Politischer Bezirk Korneuburg
AT.02.201	Klagenfurt am Wörthersee
AT.02.204	Politischer Bezirk Klagenfurt Land
AT.07.704	Politischer Bezirk Kitzbühel
AT.04.409	Politischer Bezirk Kirchdorf an der Krems
AT.01.105	Politischer Bezirk Jennersdorf
AT.07.701	Innsbruck Stadt
AT.07.703	Politischer Bezirk Innsbruck Land
AT.07.702	Politischer Bezirk Imst
AT.03.311	Politischer Bezirk Horn
AT.03.310	Politischer Bezirk Hollabrunn
AT.02.203	Politischer Bezirk Hermagor
AT.05.502	Politischer Bezirk Hallein
AT.01.104	Politischer Bezirk Güssing
AT.04.408	Politischer Bezirk Grieskirchen
AT.06.606	Politischer Bezirk Graz-Umgebung
AT.06.601	Graz Stadt
AT.04.407	Politischer Bezirk Gmunden
AT.03.309	Politischer Bezirk Gmünd
AT.03.308	Politischer Bezirk Gänserndorf
AT.04.406	Politischer Bezirk Freistadt
AT.08.804	Politischer Bezirk Feldkirch
AT.01.101	Eisenstadt
AT.01.103	Eisenstadt-Umgebung
AT.04.405	Politischer Bezirk Eferding
AT.08.803	Politischer Bezirk Dornbirn
AT.06.603	Politischer Bezirk Deutschlandsberg
AT.03.307	Politischer Bezirk Bruck an der Leitha
AT.08.802	Politischer Bezirk Bregenz
AT.04.404	Politischer Bezirk Braunau am Inn
AT.08.801	Politischer Bezirk Bludenz
AT.03.306	Politischer Bezirk Baden
AT.03.305	Politischer Bezirk Amstetten
AT.02.210	Politischer Bezirk Feldkirchen
AT.03.303	Waidhofen an der Ybbs Stadt
AT.04.403	Wels Stadt
AT.06.620	Politischer Bezirk Murtal
AT.06.621	Politischer Bezirk Bruck-Mürzzuschlag
AT.06.622	Politischer Bezirk Hartberg-Fürstenfeld
AT.06.623	Politischer Bezirk Südoststeiermark
AU.05.48410	West Torrens
AU.08.57210	Plantagenet
AU.08.57080	Perth
AU.08.53290	Esperance
AU.05.40700	Burnside
AU.08.50280	Augusta Margaret River
AU.07.27350	Yarra
AU.02.17950	Warren
AU.02.17400	Tenterfield
AU.02.17350	Temora
AU.02.17310	Tamworth
AU.02.16950	Shoalhaven
AU.02.16550	Randwick
AU.02.16400	Port Stephens
AU.02.16350	Penrith
AU.02.16150	Orange
AU.02.15700	Nambucca Valley
AU.07.24780	Mildura
AU.02.15050	Maitland
AU.02.14850	Lismore
AU.02.14650	Lake Macquarie
AU.02.14000	Hornsby
AU.07.21890	Darebin
AU.02.11500	Campbelltown (NSW)
AU.02.11350	Byron
AU.02.11250	Broken Hill
AU.02.10900	Blue Mountains
AU.04.30300	Balonne
AU.07.20570	Ballarat
AU.02.10050	Albury
AU.02.17200	Sydney
AU.04.34860	Maranoa
AU.08.50980	Broome
AU.04.32260	Cassowary Coast
AU.06.60410	Brighton
AU.06.60610	Burnie
AU.06.60810	Central Coast (Tas.)
AU.06.61210	Circular Head
AU.06.61410	Clarence
AU.06.61510	Derwent Valley
AU.02.12700	Dungog
AU.02.12750	Eurobodalla
AU.02.12850	Fairfield
AU.02.12900	Forbes
AU.02.12950	Gilgandra
AU.02.13010	Glen Innes Severn
AU.02.13310	Goulburn Mulwaree
AU.02.13340	Greater Hume
AU.02.17550	Tweed
AU.02.17620	Upper Hunter
AU.06.65410	Waratah-Wynyard
AU.06.65610	West Coast
AU.06.65810	West Tamar
AU.04.35010	Moreton Bay
AU.04.35250	Mornington
AU.04.35300	Mount Isa
AU.04.35600	Murweh
AU.04.35760	North Burnett
AU.04.35780	Northern Peninsula Area
AU.04.35790	Palm Island
AU.04.35800	Paroo
AU.04.36250	Redland
AU.04.36510	Scenic Rim
AU.04.36580	Somerset
AU.04.36630	South Burnett
AU.04.36660	Southern Downs
AU.04.36720	Sunshine Coast
AU.04.36910	Toowoomba
AU.04.36950	Torres
AU.04.37010	Townsville
AU.04.37300	Weipa
AU.04.37310	Western Downs
AU.03.71000	Darwin
AU.03.71300	East Arnhem
AU.03.72200	Katherine
AU.03.72300	Litchfield
AU.03.72800	Palmerston
AU.03.73600	Roper Gulf
AU.03.74050	Tiwi Islands
AU.03.74660	West Arnhem
AU.04.37340	Whitsunday
AU.04.37400	Winton
AU.04.37600	Yarrabah
AU.05.41330	Coober Pedy
AU.05.41830	Flinders Ranges
AU.05.41960	Franklin Harbour
AU.05.42030	Gawler
AU.05.42110	Goyder
AU.05.42250	Grant
AU.05.42600	Holdfast Bay
AU.05.42750	Kangaroo Island
AU.05.43360	Kingston (SA)
AU.05.43650	Light
AU.05.43790	Loxton Waikerie
AU.05.43920	Adelaide Plains
AU.05.44060	Marion
AU.05.44210	Mid Murray
AU.05.44340	Mitcham
AU.05.44550	Mount Barker
AU.05.44620	Mount Gambier
AU.05.45040	Murray Bridge
AU.05.45090	Naracoorte Lucindale
AU.05.45120	Northern Areas
AU.05.45290	Norwood, Payneham & St Peters
AU.05.45340	Onkaparinga
AU.05.45540	Peterborough
AU.05.45680	Playford
AU.05.45890	Port Adelaide Enfield
AU.05.46090	Port Augusta
AU.05.46300	Port Lincoln
AU.05.46450	Port Pirie
AU.05.46510	Prospect
AU.05.46670	Renmark Paringa
AU.05.46860	Robe
AU.05.46970	Roxby Downs
AU.05.47140	Salisbury
AU.05.47490	Streaky Bay
AU.05.47630	Tatiara
AU.05.47700	Tea Tree Gully
AU.05.47800	Coorong
AU.05.47910	Tumby Bay
AU.05.47980	Unley
AU.05.48050	Victor Harbor
AU.05.48130	Wakefield
AU.05.48260	Walkerville
AU.05.48340	Wattle Range
AU.05.48540	Whyalla
AU.05.48750	Yankalilla
AU.05.48830	Yorke Peninsula
AU.08.50840	Bridgetown-Greenbushes
AU.08.51190	Bunbury
AU.08.51260	Busselton
AU.08.51310	Cambridge
AU.08.51330	Canning
AU.08.51400	Capel
AU.08.51540	Carnarvon
AU.08.51680	Chittering
AU.08.51750	Claremont
AU.08.51820	Cockburn
AU.08.51890	Collie
AU.08.51960	Coolgardie
AU.08.52170	Cottesloe
AU.08.52590	Dandaragan
AU.08.52660	Dardanup
AU.08.52730	Denmark
AU.08.52800	Derby-West Kimberley
AU.08.52870	Donnybrook-Balingup
AU.08.53150	East Fremantle
AU.08.53220	East Pilbara
AU.08.53360	Exmouth
AU.08.53430	Fremantle
AU.08.53780	Gosnells
AU.08.53920	Halls Creek
AU.08.53990	Harvey
AU.08.54060	Irwin
AU.08.54170	Joondalup
AU.08.54200	Kalamunda
AU.08.54280	Kalgoorlie-Boulder
AU.08.54340	Katanning
AU.08.54550	Kojonup
AU.07.20110	Alpine
AU.07.20260	Ararat
AU.07.20660	Banyule
AU.07.20740	Bass Coast
AU.07.20830	Baw Baw
AU.07.20910	Bayside (Vic.)
AU.07.21010	Benalla
AU.07.21110	Boroondara
AU.07.21180	Brimbank
AU.07.21270	Buloke
AU.07.21370	Campaspe
AU.07.21450	Cardinia
AU.07.21610	Casey
AU.07.21670	Central Goldfields
AU.07.21750	Colac Otway
AU.07.21830	Corangamite
AU.07.22110	East Gippsland
AU.07.22170	Frankston
AU.07.22250	Gannawarra
AU.07.22310	Glen Eira
AU.07.22410	Glenelg
AU.07.22490	Golden Plains
AU.07.22620	Greater Bendigo
AU.07.22670	Greater Dandenong
AU.07.22750	Greater Geelong
AU.07.22830	Greater Shepparton
AU.07.22910	Hepburn
AU.07.22980	Hindmarsh
AU.07.23110	Hobsons Bay
AU.07.23190	Horsham
AU.07.23270	Hume
AU.04.30250	Aurukun
AU.04.30370	Banana
AU.04.30410	Barcaldine
AU.04.30760	Blackall Tambo
AU.04.31000	Brisbane
AU.04.31820	Bundaberg
AU.04.31900	Burdekin
AU.04.32080	Cairns
AU.04.32250	Carpentaria
AU.04.32270	Central Highlands (Qld)
AU.04.32310	Charters Towers
AU.04.32330	Cherbourg
AU.04.32450	Cloncurry
AU.04.32500	Cook
AU.04.32770	Doomadgee
AU.04.33200	Flinders (Qld)
AU.04.33220	Fraser Coast
AU.04.33360	Gladstone
AU.04.33430	Gold Coast
AU.04.33610	Goondiwindi
AU.04.33620	Gympie
AU.04.33800	Hinchinbrook
AU.04.33830	Hope Vale
AU.04.33960	Ipswich
AU.04.33980	Isaac
AU.04.34580	Lockyer Valley
AU.04.34590	Logan
AU.04.34710	Longreach
AU.04.34770	Mackay
AU.08.54830	Kwinana
AU.08.54970	Laverton
AU.08.55040	Leonora
AU.08.55110	Mandurah
AU.08.55180	Manjimup
AU.08.55320	Melville
AU.08.55460	Merredin
AU.08.55600	Moora
AU.08.55740	Mosman Park
AU.08.56090	Mundaring
AU.08.56230	Murray
AU.08.56460	Narrogin
AU.08.56580	Nedlands
AU.08.56730	Northam
AU.08.56790	Northampton
AU.08.56930	Peppermint Grove
AU.08.57280	Port Hedland
AU.08.57490	Rockingham
AU.08.57700	Serpentine-Jarrahdale
AU.08.57840	South Perth
AU.08.57910	Stirling
AU.08.57980	Subiaco
AU.08.58050	Swan
AU.05.40070	Adelaide
AU.05.40120	Adelaide Hills
AU.05.40220	Alexandrina
AU.05.40310	Barossa
AU.05.40430	Barunga West
AU.05.40520	Berri Barmera
AU.05.40910	Campbelltown (SA)
AU.05.41010	Ceduna
AU.05.41060	Charles Sturt
AU.05.41140	Clare and Gilbert Valleys
AU.05.41190	Cleve
AU.05.41560	Copper Coast
AU.08.50080	Albany
AU.08.50210	Armadale
AU.08.50250	Ashburton
AU.08.50350	Bassendean
AU.08.50420	Bayswater
AU.08.50490	Belmont
AU.08.50630	Boddington
AU.06.60210	Break O'Day
AU.06.61610	Devonport
AU.06.61810	Dorset
AU.06.62210	George Town
AU.06.62610	Glenorchy
AU.06.62810	Hobart
AU.06.63010	Huon Valley
AU.06.63210	Kentish
AU.06.63410	King Island
AU.06.63610	Kingborough
AU.06.63810	Latrobe (Tas.)
AU.06.64010	Launceston
AU.06.64210	Meander Valley
AU.06.64610	Northern Midlands
AU.03.70200	Alice Springs
AU.03.70420	Barkly
AU.02.10250	Ballina
AU.02.10300	Balranald
AU.02.10470	Bathurst
AU.02.17420	The Hills
AU.02.10550	Bega Valley
AU.02.10600	Bellingen
AU.02.10650	Berrigan
AU.02.10750	Blacktown
AU.02.10800	Bland
AU.02.10850	Blayney
AU.02.10950	Bogan
AU.02.11150	Bourke
AU.02.11200	Brewarrina
AU.02.11300	Burwood
AU.02.11400	Cabonne
AU.02.11450	Camden
AU.02.11520	Canada Bay
AU.02.11600	Carrathool
AU.02.11720	Cessnock
AU.02.11730	Clarence Valley
AU.02.11750	Cobar
AU.02.11800	Coffs Harbour
AU.02.12000	Coolamon
AU.02.12150	Coonamble
AU.02.12350	Cowra
AU.02.13450	Griffith
AU.02.13510	Cootamundra-Gundagai
AU.02.13550	Gunnedah
AU.02.13660	Gwydir
AU.02.13800	Hawkesbury
AU.02.13850	Hay
AU.02.14100	Hunters Hill
AU.02.14200	Inverell
AU.02.14300	Junee
AU.02.14350	Kempsey
AU.02.14400	Kiama
AU.02.14500	Ku-ring-gai
AU.02.14550	Kyogle
AU.02.14600	Lachlan
AU.02.14700	Lane Cove
AU.02.14750	Leeton
AU.02.14870	Lithgow
AU.02.14900	Liverpool
AU.02.14920	Liverpool Plains
AU.02.14950	Lockhart
AU.02.15270	Mid-Western
AU.02.15300	Moree Plains
AU.02.15350	Mosman
AU.02.15650	Muswellbrook
AU.02.15750	Narrabri
AU.02.15800	Narrandera
AU.02.15850	Narromine
AU.02.15900	Newcastle
AU.02.15950	North Sydney
AU.02.16100	Oberon
AU.02.16200	Parkes
AU.02.16260	Parramatta
AU.02.16380	Port Macquarie-Hastings
AU.02.16610	Richmond Valley
AU.02.16700	Ryde
AU.02.16900	Shellharbour
AU.02.17000	Singleton
AU.02.17100	Strathfield
AU.02.17150	Sutherland
AU.02.17640	Upper Lachlan
AU.02.17650	Uralla
AU.02.17750	Wagga Wagga
AU.02.17850	Walcha
AU.02.17900	Walgett
AU.02.18020	Warrumbungle
AU.02.18050	Waverley
AU.02.18100	Weddin
AU.02.18200	Wentworth
AU.02.18250	Willoughby
AU.02.18350	Wingecarribee
AU.02.18400	Wollondilly
AU.02.18450	Wollongong
AU.02.18500	Woollahra
AU.02.18710	Yass Valley
AU.07.23350	Indigo
AU.07.23430	Kingston (Vic.)
AU.07.23670	Knox
AU.07.23810	Latrobe (Vic.)
AU.07.24130	Macedon Ranges
AU.07.24210	Manningham
AU.07.24250	Mansfield
AU.07.24330	Maribyrnong
AU.07.24410	Maroondah
AU.07.24600	Melbourne
AU.07.24650	Melton
AU.07.24850	Mitchell
AU.07.24900	Moira
AU.07.24970	Monash
AU.07.25060	Moonee Valley
AU.07.25150	Moorabool
AU.07.25250	Merri-bek
AU.07.25340	Mornington Peninsula
AU.07.25430	Mount Alexander
AU.07.25490	Moyne
AU.07.25620	Murrindindi
AU.07.25710	Nillumbik
AU.07.25810	Northern Grampians
AU.07.25900	Port Phillip
AU.07.25990	Pyrenees
AU.07.26080	Queenscliffe
AU.07.26170	South Gippsland
AU.07.26260	Southern Grampians
AU.07.26350	Stonnington
AU.07.26430	Strathbogie
AU.07.26490	Surf Coast
AU.07.26610	Swan Hill
AU.07.26670	Towong
AU.07.26700	Wangaratta
AU.07.26730	Warrnambool
AU.07.26810	Wellington
AU.07.26980	Whitehorse
AU.07.27070	Whittlesea
AU.07.27170	Wodonga
AU.07.27260	Wyndham
AU.07.27450	Yarra Ranges
AU.07.27630	Yarriambiack
AU.08.58330	Toodyay
AU.08.58510	Victoria Park
AU.08.58570	Vincent
AU.08.58610	Wagin
AU.08.58760	Wanneroo
AU.08.58820	Waroona
AU.08.59340	Wyndham-East Kimberley
AU.08.59370	York
AU.06.64810	Sorell
AU.06.65010	Southern Midlands
AU.02.17040	Snowy Monaro
AU.04.32810	Douglas
AU.08.54310	Karratha
AU.02.16490	Queanbeyan-Palerang
AU.04.34880	Mareeba
AU.04.35740	Noosa
AU.04.36370	Rockhampton
AU.04.36820	Tablelands
AU.02.10130	Armidale
AU.02.17080	Snowy Valleys
AU.02.18230	Dubbo
AU.08.53800	Greater Geraldton
AU.02.13910	Hilltops
AU.02.14170	Inner West
AU.02.15240	Mid-Coast
AU.02.15520	Murray River
AU.02.15560	Murrumbidgee
AU.02.15990	Northern Beaches
AU.02.11570	Canterbury-Bankstown
AU.02.11650	Central Coast (NSW)
AU.02.12380	Cumberland
AU.02.12730	Edward River
AU.02.12870	Federation
AU.02.12930	Georges River
AU.04.34530	Livingstone
AU.03.74680	West Daly
AU.02.10500	Bayside (NSW)
AX.213.941	Vårdö
AX.212.771	Sund
AX.213.766	Sottunga
AX.212.736	Saltvik
AX.212.438	Lumparland
AX.212.417	Lemland
AX.213.295	Kumlinge
AX.213.318	Kökar
AX.213.062	Föglö
AX.213.035	Brändö
AX.211.478	Mariehamn
AX.212.170	Jomala
